Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
FK83YCTS,journalArticle,2021,"Jezuíno, Paulla; Alquezar, Renata Duarte; Machado, Ricardo Bomfim",Parrots and the city: modeling potential corridors in an urban environment,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-021-01107-5,https://link.springer.com/10.1007/s11252-021-01107-5,,2021-12,02-05-2023 20:04,10-05-2023 16:36,02-05-2023 20:04,1141-1154,,6,24,,Urban Ecosyst.,Parrots and the city,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Jezuino_etal_2021_Urban Ecosyst..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3BYP5TX,journalArticle,2018,"Miles, Lindsay S.; Johnson, J. Chadwick; Dyer, Rodney J.; Verrelli, Brian C.",Urbanization as a facilitator of gene flow in a human health pest,Molecular Ecology,,"0962-1083, 1365-294X",10.1111/mec.14783,https://onlinelibrary.wiley.com/doi/10.1111/mec.14783,,2018-08,02-05-2023 20:04,10-05-2023 16:37,02-05-2023 20:04,3219-3230,,16,27,,Mol. Ecol.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Miles_etal_2018_Mol. Ecol..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72FG46L2,journalArticle,2012,"Litteral, Jennifer; Wu, Jianguo","Urban landscape matrix affects avian diversity in remnant vegetation fragments: Evidence from the Phoenix metropolitan region, USA",Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-012-0245-4,https://linkinghub.elsevier.com/retrieve/pii/S0048969718327931,"Biodiversity conservation in urban areas has become increasingly important as cities have expanded to cover larger proportions of landscapes across the world. The careful planning of habitat reserves within urbanized areas has the potential to make significant contributions to regional biodiversity. We surveyed the passerine community in 15 habitat reserves within the Phoenix metropolitan region and explored the relationships between community composition and urban land uses surrounding the reserves. Diversity of different guilds was affected in substantially different ways by reserve characteristics and surrounding urban land use. Guilds responded to land use at all three scales included in the study – 200 m, 1000 m and 2500 m. The responses of four guilds, synanthropic, non-synanthropic, insectivore and feeding generalist, were well predicted by the factors considered here. Reserve characteristics (area, shape, isolation), particularly area, had effects on all four of these guilds with non-synanthropic and insectivore species responding positively to area, while synanthropic and feeding generalist species responded negatively. Land use type surrounding the reserves had significant effects on all of these guilds, except for feeding generalists. High density, high diurnal activity land uses decreased diversity, while medium density, low diurnal activity uses increased the diversity of some guilds, particularly insectivores, probably by providing supplemental habitat. This study provides new evidence from an arid urban landscape that not only reserve characteristics, but also surrounding urban land use should be considered during conservation planning, especially if non-synanthropic or insectivore species are among the targeted species.",01-12-2012,06-12-2022 18:15,11-05-2023 22:13,02-05-2023 20:04,420-430,,4,15,,Urban Ecosyst.,Urban landscape matrix affects avian diversity in remnant vegetation fragments,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Litteral_Wu_2012_Urban Ecosyst..pdf,,YES,Urban ecology; Habitat fragmentation; Avian; Feeding guilds; Habitat reserve; Nesting guilds; Synanthropy; Urban land use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VL6FKQXK,journalArticle,2018,"Toger, Marina; Benenson, Itzhak; Wang, Yuqi; Czamanski, Daniel; Malkinson, Dan",Pigs in space: An agent-based model of wild boar (Sus scrofa) movement into cities,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2018.01.006,https://linkinghub.elsevier.com/retrieve/pii/S0169204618300227,,2018-05,02-05-2023 20:04,10-05-2023 16:39,02-05-2023 20:04,70-80,,,173,,Landscape Urban Plan.,Pigs in space,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Toger_etal_2018_Landscape Urban Plan..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57M2X4VD,journalArticle,2022,"Serret, Hortense; Andersen, Desiree; Deguines, Nicolas; Clauzel, Céline; Park, Wan-Hyeok; Jang, Yikweon","Towards Ecological Management and Sustainable Urban Planning in Seoul, South Korea: Mapping Wild Pollinator Habitat Preferences and Corridors Using Citizen Science Data",Animals,,2076-2615,10.3390/ani12111469,https://www.mdpi.com/2076-2615/12/11/1469,"The preservation and restoration of habitats and ecological connectivity inside cities is crucial to ensure wildlife can find suitable areas to forage, rest and reproduce, as well as to disperse, thereby allowing metapopulation functioning. In this study, we used data collected by a citizen science program between 2016 and 2018 to determine which families of pollinators were the most frequently observed in Seoul and with which habitats pollinators had the highest affinities. Using species distribution modeling and landscape graph approaches, we located the main habitats and corridors to reinforce connectivity for six pollinator families. Finally, we identified habitats and corridors where conservation actions should be prioritized. In total, 178 species belonging to 128 genera and 60 families were observed. Hymenopterans were the most recorded, followed by dipterans and lepidopterans. The most suitable habitats for pollinators were constituted of public parks, university campuses, and Cultural Heritage sites. In a dense city like Seoul, most of the conservation corridors are located in built-up areas. Innovative urban planning and architecture are therefore required as well as the setting-up of ecological management practices to lead to a more sustainable urbanism for pollinators and wildlife in general.",06-06-2022,02-05-2023 20:04,08-05-2023 15:17,02-05-2023 20:04,1469,,11,12,,Animals,"Towards Ecological Management and Sustainable Urban Planning in Seoul, South Korea",,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Serret_etal_2022_Animals.pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISX88VR9,journalArticle,2010,"Garden, Jenni G.; McAlpine, Clive A.; Possingham, Hugh P.","Multi-scaled habitat considerations for conserving urban biodiversity: native reptiles and small mammals in Brisbane, Australia",Landscape Ecology,,"0921-2973, 1572-9761",10.1007/s10980-010-9476-z,http://link.springer.com/10.1007/s10980-010-9476-z,,2010-08,02-05-2023 20:04,10-05-2023 16:36,02-05-2023 20:04,1013-1028,,7,25,,Landscape Ecol.,Multi-scaled habitat considerations for conserving urban biodiversity,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Garden_etal_2010_Landscape Ecol..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBNA9C9T,journalArticle,2021,"Kwon, Oh-Sung; Kim, Jin-Hyo; Ra, Jung-Hwa",Landscape Ecological Analysis of Green Network in Urban Area Using Circuit Theory and Least-Cost Path,Land,,2073-445X,10.3390/land10080847,https://www.mdpi.com/2073-445X/10/8/847,"Quantitative securing of green space in already developed cities has many practical limitations due to socio-economic limitations. Currently, South Korea is planning a green network to secure and inject effective green space, but it is difficult to reflect it in the actual space plan due to the abstract plan. This study utilizes circuit theory and least-cost path methods for presenting a green network that is objectified and applicable to spatial planning. First, an analysis of the Least-cost Path revealed 69 least-cost paths between 43 core green areas of the study site. Most least-cost paths have been identified as passing through small green areas and streams in the city. Using the circuit theory, it was also possible to distinguish areas other than least-cost paths from areas with high potential for development, areas where target species are concentrated within corridors. In particular, areas with relatively high green network improvement effects were derived within and around corridors. This study is most significant in establishing and evaluating existing urban green networks, overcoming the limitations discussed at the linear level and expanding to the area level. To increase the utilization of this study in the future, field surveys and monitoring studies on target species need to be supplemented.",13-08-2021,02-05-2023 20:04,08-05-2023 15:17,02-05-2023 20:04,847,,8,10,,Land,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Kwon_etal_2021_Land.pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBR9G7WR,journalArticle,2012,"Zhou, Daqing; Fung, Tung; Chu, L.M.",Avian community structure of urban parks in developed and new growth areas: A landscape-scale study in Southeast Asia,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2012.08.004,https://linkinghub.elsevier.com/retrieve/pii/S0169204612002484,,2012-11,02-05-2023 20:04,10-05-2023 16:39,02-05-2023 20:04,91-102,,02-Apr,108,,Landscape Urban Plan.,Avian community structure of urban parks in developed and new growth areas,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Zhou_etal_2012_Landscape Urban Plan..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W7IQGR3A,journalArticle,2020,"Teitelbaum, Claire S.; Hepinstall-Cymerman, Jeffrey; Kidd-Weaver, Anjelika; Hernandez, Sonia M.; Altizer, Sonia; Hall, Richard J.",Urban specialization reduces habitat connectivity by a highly mobile wading bird,Movement Ecology,,2051-3933,10.1186/s40462-020-00233-7,https://movementecologyjournal.biomedcentral.com/articles/10.1186/s40462-020-00233-7,"Abstract                            Background               Mobile animals transport nutrients and propagules across habitats, and are crucial for the functioning of food webs and for ecosystem services. Human activities such as urbanization can alter animal movement behavior, including site fidelity and resource use. Because many urban areas are adjacent to natural sites, mobile animals might connect natural and urban habitats. More generally, understanding animal movement patterns in urban areas can help predict how urban expansion will affect the roles of highly mobile animals in ecological processes.                                         Methods                                Here, we examined movements by a seasonally nomadic wading bird, the American white ibis (                 Eudocimus albus                 ), in South Florida, USA. White ibis are colonial wading birds that forage on aquatic prey; in recent years, some ibis have shifted their behavior to forage in urban parks, where they are fed by people. We used a spatial network approach to investigate how individual movement patterns influence connectivity between urban and non-urban sites. We built a network of habitat connectivity using GPS tracking data from ibis during their non-breeding season and compared this network to simulated networks that assumed individuals moved indiscriminately with respect to habitat type.                                                        Results               We found that the observed network was less connected than the simulated networks, that urban-urban and natural-natural connections were strong, and that individuals using urban sites had the least-variable habitat use. Importantly, the few ibis that used both urban and natural habitats contributed the most to connectivity.                                         Conclusions               Habitat specialization in urban-acclimated wildlife could reduce the exchange of propagules and nutrients between urban and natural areas, which has consequences both for beneficial effects of connectivity such as gene flow and for detrimental effects such as the spread of contaminants or pathogens.",07-12-2020,28-09-2022 22:29,11-05-2023 22:14,02-05-2023 20:04,49,,1,8,,Movement Ecology,,,,,,,,en,,,,,DOI.org (Crossref),,QID: Q113241589,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Teitelbaum_etal_2020_Movement Ecology.pdf,,YES,Connectivity; Urbanization; Wildlife; Habitat specialization; Network; Nomadism; Movement ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6NHAN9TA,journalArticle,2012,"Penone, Caterina; Machon, Nathalie; Julliard, Romain; Le Viol, Isabelle",Do railway edges provide functional connectivity for plant communities in an urban context?,Biological Conservation,,63207,10.1016/j.biocon.2012.01.041,https://linkinghub.elsevier.com/retrieve/pii/S0006320712000547,,2012-04,02-05-2023 20:04,10-05-2023 16:38,02-05-2023 20:04,126-133,,1,148,,Biol. Conserv.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Penone_etal_2012_Biol. Conserv..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRIXV4Z4,journalArticle,2011,"Teng, Mingjun; Wu, Changguang; Zhou, Zhixiang; Lord, Elizabeth; Zheng, Zhongming",Multipurpose greenway planning for changing cities: A framework integrating priorities and a least-cost path model,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2011.05.007,https://linkinghub.elsevier.com/retrieve/pii/S0169204611002088,,2011-10,02-05-2023 20:04,10-05-2023 16:39,02-05-2023 20:04,Jan-14,,1,103,,Landscape Urban Plan.,Multipurpose greenway planning for changing cities,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Teng_etal_2011_Landscape Urban Plan..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KI6VGRGT,journalArticle,2021,"Fabián, Diego; González, Ezequiel; Sánchez Domínguez, María Virginia; Salvo, Adriana; Fenoglio, María Silvina",Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Urban Forestry & Urban Greening,,16188667,10.1016/j.ufug.2021.127107,https://linkinghub.elsevier.com/retrieve/pii/S1618866721001321,,2021-06,02-05-2023 20:04,10-05-2023 16:36,02-05-2023 20:04,127107,,,61,,Urban For. Urban Gree.,Towards the design of biodiverse green roofs in Argentina,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Fabian_etal_2021_Urban For. Urban Gree..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERJUIFP6,journalArticle,2022,"Ma, Binbin; Chen, Zhu-an; Wei, Xiaojian; Li, Xiuquan; Zhang, Liting",Comparative ecological network pattern analysis: a case of Nanchang,Environmental Science and Pollution Research,,"0944-1344, 1614-7499",10.1007/s11356-021-17808-5,https://link.springer.com/10.1007/s11356-021-17808-5,,2022-05,02-05-2023 20:04,10-05-2023 16:37,02-05-2023 20:04,37423-37434,,25,29,,Environ. Sci. Pollut. R.,Comparative ecological network pattern analysis,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Ma_etal_2022_Environ. Sci. Pollut. R..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWXVLC3M,journalArticle,2015,"Hale, James D.; Fairbrass, Alison J.; Matthews, Thomas J.; Davies, Gemma; Sadler, Jon P.",The ecological impact of city lighting scenarios: exploring gap crossing thresholds for urban bats,Global Change Biology,,13541013,10.1111/gcb.12884,https://onlinelibrary.wiley.com/doi/10.1111/gcb.12884,,2015-07,02-05-2023 20:04,10-05-2023 16:36,02-05-2023 20:04,2467-2478,,7,21,,Glob. Change Biol.,The ecological impact of city lighting scenarios,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Hale_etal_2015_Glob. Change Biol..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
