doi,updated,url,url_for_pdf,url_for_landing_page,evidence,license,version,host_type,is_best,pmh_id,endpoint_id,repository_institution,oa_date,data_standard,is_oa,is_paratext,genre,oa_status,has_repository_copy,journal_is_oa,journal_is_in_doaj,journal_issns,journal_issn_l,journal_name,publisher,published_date,year,title,updated_resource,decision
10.1371/journal.pone.0119276,2023-03-23T20:40:30.136067,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0119276&type=printable,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0119276&type=printable,https://doi.org/10.1371/journal.pone.0119276,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2015-03-20,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2015-03-20,2015,"Effect of Landscape Pattern on Insect Species Density within Urban Green Spaces in Beijing, China",2023-03-17T06:24:12.334547,YES
10.1371/journal.pone.0119276,2022-02-13T19:45:08.820369,https://europepmc.org/articles/pmc4368726?pdf=render,https://europepmc.org/articles/pmc4368726?pdf=render,https://europepmc.org/articles/pmc4368726,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:europepmc.org:fkyYv5QajyUvf4EmXyfj,b5e840539009389b1a6,PubMed Central - Europe PMC,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2015-03-20,2015,"Effect of Landscape Pattern on Insect Species Density within Urban Green Spaces in Beijing, China",2023-03-17T06:24:12.334547,YES
10.1371/journal.pone.0119276,2023-03-23T20:40:30.136160,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4368726,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4368726,oa repository (via pmcid lookup),NA,publishedVersion,repository,FALSE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2015-03-20,2015,"Effect of Landscape Pattern on Insect Species Density within Urban Green Spaces in Beijing, China",2023-03-17T06:24:12.334547,YES
10.1371/journal.pone.0119276,2019-10-01T00:00:00,http://pdfs.semanticscholar.org/97cd/018908b658f578ce00d52bfe7fa203bc0b95.pdf,http://pdfs.semanticscholar.org/97cd/018908b658f578ce00d52bfe7fa203bc0b95.pdf,https://semanticscholar.org/paper/97cd018908b658f578ce00d52bfe7fa203bc0b95,oa repository (semantic scholar lookup),NA,submittedVersion,repository,FALSE,NA,trmgzrn8eq4yx7ddvmzs,NA,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2015-03-20,2015,"Effect of Landscape Pattern on Insect Species Density within Urban Green Spaces in Beijing, China",2023-03-17T06:24:12.334547,YES
10.1371/journal.pone.0231744,2023-03-23T20:40:30.393293,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0231744&type=printable,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0231744&type=printable,https://doi.org/10.1371/journal.pone.0231744,oa journal (via doaj),cc0,publishedVersion,publisher,TRUE,NA,NA,NA,2020-05-05,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2020-05-05,2020,Combining genetic and demographic monitoring better informs conservation of an endangered urban snake,2023-03-16T13:38:23.845292,YES
10.1371/journal.pone.0231744,2022-09-15T00:44:16.748537,https://europepmc.org/articles/pmc7200000?pdf=render,https://europepmc.org/articles/pmc7200000?pdf=render,https://europepmc.org/articles/pmc7200000,oa repository (via OAI-PMH doi match),NA,publishedVersion,repository,FALSE,oai:europepmc.org:W5WaLXsC7U7dc3gepLVe,b5e840539009389b1a6,PubMed Central - Europe PMC,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2020-05-05,2020,Combining genetic and demographic monitoring better informs conservation of an endangered urban snake,2023-03-16T13:38:23.845292,YES
10.1371/journal.pone.0231744,2023-03-23T20:40:30.393419,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7200000,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7200000,oa repository (via pmcid lookup),NA,publishedVersion,repository,FALSE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2020-05-05,2020,Combining genetic and demographic monitoring better informs conservation of an endangered urban snake,2023-03-16T13:38:23.845292,YES
10.1111/mec.14783,2023-03-23T20:40:30.589972,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/mec.14783,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/mec.14783,https://doi.org/10.1111/mec.14783,"open (via crossref license, author manuscript)","publisher-specific, author manuscript",acceptedVersion,publisher,TRUE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,"0962-1083,1365-294X",0962-1083,Molecular Ecology,Wiley,2018-07-19,2018,Urbanization as a facilitator of gene flow in a human health pest,2023-02-04T06:30:17.934693,YES
10.1644/09-mamm-a-019.1,2018-11-02T08:53:01.050491,https://academic.oup.com/jmammal/article-pdf/91/2/326/2673457/91-2-326.pdf,https://academic.oup.com/jmammal/article-pdf/91/2/326/2673457/91-2-326.pdf,https://doi.org/10.1644/09-mamm-a-019.1,open (via free pdf),NA,publishedVersion,publisher,TRUE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,"0022-2372,1545-1542",0022-2372,Journal of Mammalogy,Oxford University Press (OUP),2010-04-16,2010,"Population genetic structure of black-tailed prairie dogs, a highly interactive species, in fragmented urban habitat",2021-10-15T17:11:38.543517,YES
10.1093/aesa/saab017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0013-8746,1938-2901",0013-8746,Annals of the Entomological Society of America,Oxford University Press (OUP),2021-05-07,2021,"Response of Beetle Assemblages (Insecta: Coleoptera) to Patch Characteristics and Habitat Complexity in an Ever-Expanding Urban Landscape in the Yucatán Peninsula, Mexico",2021-05-13T03:56:08.848208,YES
10.3390/ani12111469,2023-03-23T20:40:31.140601,https://www.mdpi.com/2076-2615/12/11/1469/pdf?version=1654654437,https://www.mdpi.com/2076-2615/12/11/1469/pdf?version=1654654437,https://doi.org/10.3390/ani12111469,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2022-06-06,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2076-2615,2076-2615,Animals,MDPI AG,2022-06-06,2022,"Towards Ecological Management and Sustainable Urban Planning in Seoul, South Korea: Mapping Wild Pollinator Habitat Preferences and Corridors Using Citizen Science Data",2023-03-15T22:05:45.255175,YES
10.3390/ani12111469,2022-12-31T16:28:19.761778,https://hal.archives-ouvertes.fr/hal-03689285v1/file/Serret%20et%20al.%20-%202022%20-%20Towards%20Ecological%20Management%20and%20Sustainable%20Urban%20Planning%20in%20Seoul%2C%20South%20Korea%20Mapping%20Wild%20Pollinator%20Habita.pdf,https://hal.archives-ouvertes.fr/hal-03689285v1/file/Serret%20et%20al.%20-%202022%20-%20Towards%20Ecological%20Management%20and%20Sustainable%20Urban%20Planning%20in%20Seoul%2C%20South%20Korea%20Mapping%20Wild%20Pollinator%20Habita.pdf,https://hal.archives-ouvertes.fr/hal-03689285v1/file/Serret%20et%20al.%20-%202022%20-%20Towards%20Ecological%20Management%20and%20Sustainable%20Urban%20Planning%20in%20Seoul%2C%20South%20Korea%20Mapping%20Wild%20Pollinator%20Habita.pdf,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:HAL:hal-03689285v1,79d3a7de55320bfec2c,Le Centre pour la Communication Scientifique Directe - HAL - SHS,2022-06-08,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2076-2615,2076-2615,Animals,MDPI AG,2022-06-06,2022,"Towards Ecological Management and Sustainable Urban Planning in Seoul, South Korea: Mapping Wild Pollinator Habitat Preferences and Corridors Using Citizen Science Data",2023-03-15T22:05:45.255175,YES
10.3390/ani12111469,2022-08-01T20:06:10.330721,https://hal.archives-ouvertes.fr/hal-03689285v2/file/Serret%20et%20al%202022%20Animals.pdf,https://hal.archives-ouvertes.fr/hal-03689285v2/file/Serret%20et%20al%202022%20Animals.pdf,https://hal.archives-ouvertes.fr/hal-03689285v2/file/Serret%20et%20al%202022%20Animals.pdf,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:HAL:hal-03689285v2,c857046970ca96381cf,Le Centre pour la Communication Scientifique Directe - HAL - Diderot,2022-06-16,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2076-2615,2076-2615,Animals,MDPI AG,2022-06-06,2022,"Towards Ecological Management and Sustainable Urban Planning in Seoul, South Korea: Mapping Wild Pollinator Habitat Preferences and Corridors Using Citizen Science Data",2023-03-15T22:05:45.255175,YES
10.3390/ani12111469,2023-02-17T16:47:05.865565,https://hal.science/hal-03689285v2/file/Serret%20et%20al%202022%20Animals.pdf,https://hal.science/hal-03689285v2/file/Serret%20et%20al%202022%20Animals.pdf,https://hal.science/hal-03689285v2/file/Serret%20et%20al%202022%20Animals.pdf,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:HAL:hal-03689285v2,ae993348da64c568ccb,Le Centre pour la Communication Scientifique Directe - HAL - Université Paris 1 Panthéon-Sorbonne,2022-06-15,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2076-2615,2076-2615,Animals,MDPI AG,2022-06-06,2022,"Towards Ecological Management and Sustainable Urban Planning in Seoul, South Korea: Mapping Wild Pollinator Habitat Preferences and Corridors Using Citizen Science Data",2023-03-15T22:05:45.255175,YES
10.3390/ani12111469,2022-07-05T06:59:35.041085,https://hal.archives-ouvertes.fr/hal-03689285/document,https://hal.archives-ouvertes.fr/hal-03689285/document,https://hal.archives-ouvertes.fr/hal-03689285,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:HAL:hal-03689285v2,c857046970ca96381cf,Le Centre pour la Communication Scientifique Directe - HAL - Diderot,2022-06-16,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2076-2615,2076-2615,Animals,MDPI AG,2022-06-06,2022,"Towards Ecological Management and Sustainable Urban Planning in Seoul, South Korea: Mapping Wild Pollinator Habitat Preferences and Corridors Using Citizen Science Data",2023-03-15T22:05:45.255175,YES
10.3390/ani12111469,2022-12-31T16:39:05.387986,https://hal.archives-ouvertes.fr/hal-03689285v1/document,https://hal.archives-ouvertes.fr/hal-03689285v1/document,https://hal.archives-ouvertes.fr/hal-03689285v1/document,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:HAL:hal-03689285v1,79d3a7de55320bfec2c,Le Centre pour la Communication Scientifique Directe - HAL - SHS,2022-06-08,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2076-2615,2076-2615,Animals,MDPI AG,2022-06-06,2022,"Towards Ecological Management and Sustainable Urban Planning in Seoul, South Korea: Mapping Wild Pollinator Habitat Preferences and Corridors Using Citizen Science Data",2023-03-15T22:05:45.255175,YES
10.3390/ani12111469,2022-08-01T20:00:57.934204,https://hal.archives-ouvertes.fr/hal-03689285v2/document,https://hal.archives-ouvertes.fr/hal-03689285v2/document,https://hal.archives-ouvertes.fr/hal-03689285v2/document,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:HAL:hal-03689285v2,c857046970ca96381cf,Le Centre pour la Communication Scientifique Directe - HAL - Diderot,2022-06-16,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2076-2615,2076-2615,Animals,MDPI AG,2022-06-06,2022,"Towards Ecological Management and Sustainable Urban Planning in Seoul, South Korea: Mapping Wild Pollinator Habitat Preferences and Corridors Using Citizen Science Data",2023-03-15T22:05:45.255175,YES
10.3390/ani12111469,2023-02-16T03:28:40.897990,https://hal.science/hal-03689285/document,https://hal.science/hal-03689285/document,https://hal.science/hal-03689285,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:HAL:hal-03689285v2,ae993348da64c568ccb,Le Centre pour la Communication Scientifique Directe - HAL - Université Paris 1 Panthéon-Sorbonne,2022-06-15,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2076-2615,2076-2615,Animals,MDPI AG,2022-06-06,2022,"Towards Ecological Management and Sustainable Urban Planning in Seoul, South Korea: Mapping Wild Pollinator Habitat Preferences and Corridors Using Citizen Science Data",2023-03-15T22:05:45.255175,YES
10.3390/ani12111469,2023-02-17T16:44:51.841952,https://hal.science/hal-03689285v2/document,https://hal.science/hal-03689285v2/document,https://hal.science/hal-03689285v2/document,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:HAL:hal-03689285v2,ae993348da64c568ccb,Le Centre pour la Communication Scientifique Directe - HAL - Université Paris 1 Panthéon-Sorbonne,2022-06-15,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2076-2615,2076-2615,Animals,MDPI AG,2022-06-06,2022,"Towards Ecological Management and Sustainable Urban Planning in Seoul, South Korea: Mapping Wild Pollinator Habitat Preferences and Corridors Using Citizen Science Data",2023-03-15T22:05:45.255175,YES
10.3390/ani12111469,2023-03-23T20:40:31.140708,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9179275,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9179275,oa repository (via pmcid lookup),NA,publishedVersion,repository,FALSE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2076-2615,2076-2615,Animals,MDPI AG,2022-06-06,2022,"Towards Ecological Management and Sustainable Urban Planning in Seoul, South Korea: Mapping Wild Pollinator Habitat Preferences and Corridors Using Citizen Science Data",2023-03-15T22:05:45.255175,YES
10.1080/01584197.2020.1820349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0158-4197,1448-5540",0158-4197,Emu - Austral Ornithology,Informa UK Limited,2020-10-01,2020,Tree cover is crucial but riparian areas provide a strategic focus for preserving an urban avoider in a fragmented urban ecosystem,2021-05-30T00:15:54.819568,YES
10.1016/j.foreco.2010.06.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0378-1127,0378-1127,Forest Ecology and Management,Elsevier BV,2010-08-01,2010,Effect of patch size and isolation on mating patterns and seed production in an urban population of Chinese pine (Pinus tabulaeformis Carr.),2021-01-13T05:28:56.357527,YES
10.1007/s11252-016-0611-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1083-8155,1573-1642",1083-8155,Urban Ecosystems,Springer Science and Business Media LLC,2016-10-29,2016,Connectivity of public urban grasslands: implications for grassland conservation and restoration in cities,2021-01-18T06:56:57.292121,YES
10.1038/s41598-022-09961-9,2023-03-23T20:40:32.217055,https://www.nature.com/articles/s41598-022-09961-9.pdf,https://www.nature.com/articles/s41598-022-09961-9.pdf,https://doi.org/10.1038/s41598-022-09961-9,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2022-04-11,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2045-2322,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2022-04-11,2022,Genetic structure in neotropical birds with different tolerance to urbanization,2023-03-21T11:09:31.565664,YES
10.1038/s41598-022-09961-9,2023-03-23T20:40:32.217154,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9001702,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9001702,oa repository (via pmcid lookup),NA,publishedVersion,repository,FALSE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2045-2322,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2022-04-11,2022,Genetic structure in neotropical birds with different tolerance to urbanization,2023-03-21T11:09:31.565664,YES
10.1038/s41598-022-09961-9,2022-08-20T08:46:04.331181,https://www.researchsquare.com/article/rs-1125247/latest.pdf,https://www.researchsquare.com/article/rs-1125247/latest.pdf,https://doi.org/10.21203/rs.3.rs-1125247/v1,oa repository (via free pdf),cc-by,submittedVersion,repository,FALSE,NA,NA,NA,2021-12-16,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2045-2322,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2022-04-11,2022,Genetic structure in neotropical birds with different tolerance to urbanization,2023-03-21T11:09:31.565664,YES
10.1016/j.cub.2022.08.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0960-9822,0960-9822,Current Biology,Elsevier BV,2022-11-01,2022,Mountain lions avoid burned areas and increase risky behavior after wildfire in a fragmented urban landscape,2023-02-14T22:11:07.872375,YES
10.1111/j.1365-2699.2008.02044.x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0305-0270,1365-2699",0305-0270,Journal of Biogeography,Wiley,2009-05-01,2009,Neo- and archaeophytes respond more strongly than natives to socio-economic mobility and disturbance patterns along an urban-rural gradient,2021-01-17T01:08:38.234747,YES
10.1016/j.scitotenv.2005.08.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0048-9697,0048-9697,Science of The Total Environment,Elsevier BV,2006-05-01,2006,Biodiversity in urban habitat patches,2021-01-13T12:33:40.850977,YES
10.1007/s10592-015-0765-6,2020-01-15T16:42:46.201506,https://link.springer.com/content/pdf/10.1007%2Fs10592-015-0765-6.pdf,https://link.springer.com/content/pdf/10.1007%2Fs10592-015-0765-6.pdf,https://doi.org/10.1007/s10592-015-0765-6,open (via page says license),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2015-08-12,2,TRUE,FALSE,journal-article,hybrid,FALSE,FALSE,FALSE,"1566-0621,1572-9737",1566-0621,Conservation Genetics,Springer Science and Business Media LLC,2015-08-12,2015,Hidden dispersal in an urban world: genetic analysis reveals occasional long-distance dispersal and limited spatial substructure among Dutch pine martens,2021-01-17T11:40:02.832438,YES
10.1111/mec.12455,2022-06-22T22:00:53.427467,https://www.arca.fiocruz.br/bitstream/icict/7484/1/Kajdacsi%20B%20Urban%20populations....pdf,https://www.arca.fiocruz.br/bitstream/icict/7484/1/Kajdacsi%20B%20Urban%20populations....pdf,https://www.arca.fiocruz.br/handle/icict/7484,oa repository (via OAI-PMH doi match),NA,publishedVersion,repository,TRUE,oai:www.arca.fiocruz.br:icict/7484,xfaytpa8kuwx8d2xs2dz,Red Federada de Repositorios Institucionales de Publicaciones Científicas - LA Referencia,2021-05-21,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,0962-1083,0962-1083,Molecular Ecology,Wiley,2013-09-30,2013,"Urban population genetics of slum-dwelling rats (<i>Rattus norvegicus</i>) in Salvador, Brazil",2023-03-09T22:47:05.659769,YES
10.1111/mec.12455,2022-02-06T08:13:34.674832,https://europepmc.org/articles/pmc3864905?pdf=render,https://europepmc.org/articles/pmc3864905?pdf=render,https://europepmc.org/articles/pmc3864905,oa repository (via OAI-PMH doi match),NA,acceptedVersion,repository,FALSE,oai:europepmc.org:ARiRVpo785WeFGTiWpvN,b5e840539009389b1a6,PubMed Central - Europe PMC,NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,0962-1083,0962-1083,Molecular Ecology,Wiley,2013-09-30,2013,"Urban population genetics of slum-dwelling rats (<i>Rattus norvegicus</i>) in Salvador, Brazil",2023-03-09T22:47:05.659769,YES
