"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"L5PHVNW5","journalArticle","2019","Capotorti, Giulia; Alós Ortí, Marta María; Copiz, Riccardo; Fusaro, Lina; Mollo, Barbara; Salvatori, Elisabetta; Zavattero, Laura","Biodiversity and ecosystem services in urban green infrastructure planning: A case study from the metropolitan area of Rome (Italy)","Urban Forestry & Urban Greening","","16188667","10.1016/j.ufug.2017.12.014","https://linkinghub.elsevier.com/retrieve/pii/S161886671730482X","","2019-01","2023-05-02 20:12:26","2023-05-08 15:17:39","2023-05-02 20:12:21","87-96","","","37","","Urban Forestry & Urban Greening","Biodiversity and ecosystem services in urban green infrastructure planning","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Capotorti_etal_2019_Urban Forestry & Urban Greening.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DKZREADC","journalArticle","2019","Koh, Joshua J-M.; Rheindt, Frank E.; Ng, Elize Y.X.; Webb, Edward L.","Evidence of genetic connectivity between fragmented pig populations in a tropical urban city-state","Raffles Bulletin of Zoology","","0217-2445","10.26107/RBZ-2019-0002","https://lkcnhm.nus.edu.sg/app/uploads/2018/11/RBZ-2019-0002.pdf","","2019","2023-05-02 20:12:27","2023-05-08 15:17:39","2023-05-02 20:12:21","1431","","","67","","","","","","","","","","","","","","","DOI.org (Datacite)","","Publisher: Lee Kong Chian Natural History Museum, National University of Singapore","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Koh_etal_2019_Raffles Bulletin of Zoology.pdf","","MAYBE","gene flow; Fragmentation; population genetics; Sus scrofa; urbanisation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JIQNUH4S","journalArticle","2022","Hu, Chunguang; Wang, Ziyi; Wang, Yu; Sun, Dongqi; Zhang, Jingxiang","Combining MSPA-MCR Model to Evaluate the Ecological Network in Wuhan, China","Land","","2073-445X","10.3390/land11020213","https://www.mdpi.com/2073-445X/11/2/213","Rapid urbanization development and construction has seriously threatened the connectivity of habitat patches in cities and hindered the construction of ecological networks in highly urbanized areas. Among them, China is affected by early compressed urbanization, and the broken ecological space in cities and towns has attracted the extensive interest of researchers. To avoid the subjective randomness and single analysis of ecological space in urbanization areas, this paper takes the central urban area of Wuhan as the main research area. It comprehensively evaluates the ecological network space by combining the MSPA-MCR model. The main conclusions are as follows: (1) Identifying the ecological landscape types with important ecological significance in the study area: Core (88.29%), Islet (0.25%), Perf (0.63%), Edge (9.74%), Loop (0.22%), and Bridge (0.14%). Through the dPC landscape index, seven important ecological sources south of the middle reaches of the Yangtze River were identified. (2) According to the comprehensive factors of natural and human factors constructed by the MCR model, the minimum cumulative ecological resistance surface was established, with an average value of 2.65, a maximum value of 4.70, and a minimum value of 1.00, showing a trend that the ecological resistance values in the central and eastern parts are lower than those in the western part. (3) According to the standard deviation ellipse, the distribution direction of NE–SW in ecological sources was analyzed. The ecological sources distributed in the north were less, and the spatial distribution was scattered on the whole. The strong global positive correlation and local spatial aggregation characteristics of ecological resistance surface were evaluated according to spatial autocorrelation. Based on the gravity model, the interaction intensity of ecological corridors between source areas was evaluated, and the importance of ecological corridor protection and restoration was quantitatively analyzed. The research results provide scientific and reasonable references and a basis for ecological planning of Wuhan central city.","2022-01-29","2023-05-02 20:12:27","2023-05-08 15:17:40","2023-05-02 20:12:21","213","","2","11","","Land","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Hu_etal_2022_Land.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AW6L3EHL","journalArticle","2014","Ramos-González, Olga M.","The green areas of San Juan, Puerto Rico","Ecology and Society","","1708-3087","10.5751/ES-06598-190321","http://www.ecologyandsociety.org/vol19/iss3/art21/","","2014","2023-05-02 20:12:28","2023-05-08 15:17:40","2023-05-02 20:12:21","art21","","3","19","","E&S","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Ramos-Gonzalez_2014_E&S.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MP6CC9DA","journalArticle","2022","Wei, Junqing; Zhang, Yan; Liu, Yi; Li, Chun; Tian, Yasi; Qian, Jing; Gao, Yuan; Hong, Yongsheng; Liu, Yanfang","The impact of different road grades on ecological networks in a mega-city Wuhan City, China","Ecological Indicators","","1470160X","10.1016/j.ecolind.2022.108784","https://linkinghub.elsevier.com/retrieve/pii/S1470160X22002552","","2022-04","2023-05-02 20:12:28","2023-05-08 15:17:40","2023-05-02 20:12:21","108784","","","137","","Ecological Indicators","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Wei_etal_2022_Ecological Indicators.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WSGX27GP","journalArticle","2023","Geppert, Costanza; Cappellari, Andree; Corcos, Daria; Caruso, Valerio; Cerretti, Pierfilippo; Mei, Maurizio; Marini, Lorenzo","Temperature and not landscape composition shapes wild bee communities in an urban environment","Insect Conservation and Diversity","","1752-458X, 1752-4598","10.1111/icad.12602","https://onlinelibrary.wiley.com/doi/10.1111/icad.12602","","2023-01","2023-05-02 20:12:28","2023-05-08 15:17:40","2023-05-02 20:12:21","65-76","","1","16","","Insect Conserv Diversity","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Geppert_etal_2023_Insect Conserv Diversity.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94ZMESF3","journalArticle","2022","Vieira, Letícia; Sobral-Souza, Thadeu; Spector, Sacha; Vaz-de-Mello, Fernando Z.; Costa, Cristiane M. Q.; Louzada, Julio","Synergistic effects of climate and human-induced landscape changes on the spatial distribution of an endangered dung beetle","Journal of Insect Conservation","","1366-638X, 1572-9753","10.1007/s10841-022-00388-1","https://link.springer.com/10.1007/s10841-022-00388-1","","2022-04","2023-05-02 20:12:28","2023-05-08 15:17:40","2023-05-02 20:12:21","315-326","","2","26","","J Insect Conserv","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Vieira_etal_2022_J Insect Conserv.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SLIPHRXN","journalArticle","2019","Maruyama, Pietro Kiyoshi; Bonizário, Camila; Marcon, Amanda Perin; D'Angelo, Giulia; Da Silva, Monique Maianne; Da Silva Neto, Edvaldo Nunes; Oliveira, Paulo Eugênio; Sazima, Ivan; Sazima, Marlies; Vizentin-Bugoni, Jeferson; Dos Anjos, Luiz; Rui, Ana M.; Marçal Júnior, Oswaldo","Plant-hummingbird interaction networks in urban areas: Generalization and the importance of trees with specialized flowers as a nectar resource for pollinator conservation","Biological Conservation","","00063207","10.1016/j.biocon.2018.12.012","https://linkinghub.elsevier.com/retrieve/pii/S0006320718313521","","2019-02","2023-05-02 20:12:28","2023-05-08 15:17:40","2023-05-02 20:12:21","187-194","","","230","","Biological Conservation","Plant-hummingbird interaction networks in urban areas","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Maruyama_etal_2019_Biological Conservation.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9E6CTZ5X","journalArticle","2020","Passaseo, Aurelia; Pétremand, Gaël; Rochefort, Sophie; Castella, Emmanuel","Pollinator emerging from extensive green roofs: wild bees (Hymenoptera, Antophila) and hoverflies (Diptera, Syrphidae) in Geneva (Switzerland)","Urban Ecosystems","","1083-8155, 1573-1642","10.1007/s11252-020-00973-9","https://link.springer.com/10.1007/s11252-020-00973-9","","2020-10","2023-05-02 20:12:28","2023-05-08 15:17:40","2023-05-02 20:12:21","1079-1086","","5","23","","Urban Ecosyst","Pollinator emerging from extensive green roofs","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Passaseo_etal_2020_Urban Ecosyst.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UKJG7MCE","journalArticle","2020","Schneiberg, Israel; Boscolo, Danilo; Devoto, Mariano; Marcilio-Silva, Vinicius; Dalmaso, Cilmar Antônio; Ribeiro, John Wesley; Ribeiro, Milton Cezar; De Camargo Guaraldo, André; Niebuhr, Bernardo Brandão; Varassin, Isabela Galarda","Urbanization homogenizes the interactions of plant-frugivore bird networks","Urban Ecosystems","","1083-8155, 1573-1642","10.1007/s11252-020-00927-1","http://link.springer.com/10.1007/s11252-020-00927-1","","2020-06","2023-05-02 20:12:29","2023-05-08 15:17:41","2023-05-02 20:12:21","457-470","","3","23","","Urban Ecosyst","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Schneiberg_etal_2020_Urban Ecosyst.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y793SS5H","journalArticle","2019","Wanghe, Kunyuan; Guo, Xinle; Luan, Xiaofeng; Li, Kai","Assessment of Urban Green Space Based on Bio-Energy Landscape Connectivity: A Case Study on Tongzhou District in Beijing, China","Sustainability","","2071-1050","10.3390/su11184943","https://www.mdpi.com/2071-1050/11/18/4943","Green infrastructure is one of the key components that provides critical ecosystems services in urban areas, such as regulating services (temperature regulation, noise reduction, air purification), and cultural services (recreation, aesthetic benefits), but due to rapid urbanization, many environmental impacts associated with the decline of green space have emerged and are rarely been evaluated integrally and promptly. The Chinese government is building a new city as the sub-center of the capital in Tongzhou District, Beijing, China. A series of policies have been implemented to increase the size of green urban areas. To support this land-use decision-making process and achieve a sustainable development strategy, accurate assessments of green space are required. In the current study, using land-use data and environmental parameters, we assessed the urban green space in the case study area. The bio-energy and its fluxes, landscape connectivity, as well as related ecosystem services were estimated using a novel approach, the PANDORA model. These results show that (1) in the highly urbanized area, green space is decreasing in reaction to urbanization, and landscape fragmentation is ubiquitous; (2) the river ecology network is a critical part for ecosystem services and landscape connectivity; and (3) the alternative non-green patches to be changed to urban, urban patches which can improve landscape quality the most by being changed to green, and conservation priority patches for biodiversity purposes of urban green were explicitly identified. Conclusively, our results depict the spatial distribution, fluxes, and evolution of bio-energy, as well as the conservation prioritization of green space. Our methods can be applied by urban planners and ecologists, which can help decision-makers achieve a sustainable development strategy in these rapidly urbanizing areas worldwide.","2019-09-10","2023-05-02 20:12:30","2023-05-08 15:17:41","2023-05-02 20:12:21","4943","","18","11","","Sustainability","Assessment of Urban Green Space Based on Bio-Energy Landscape Connectivity","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Wanghe_etal_2019_Sustainability.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
