Study_no,ES_no,Title,FirstAuth,Pub_year,Pub_type,Pub_name,DOI,City,Country,Study_year,Study_class,Study_order,Study_spec,Study_effect,Conn_type,Conn_metric,Conn_buffer,Conn_feat,Conn_lcclass,Conn_tool,r_metric,r_method,corr_type,mi,ri,ti,fi,pi,bi,var_sdi,var_type,R2i,ni,n_type,NOTES
18,69,"What makes urban parks good for California quail? Evaluating park suitability, species persistence, and the potential for reintroduction into a large urban national park",Iknayan,2022,journalarticle,Journal of Applied Ecology,10.1111/1365-2664.14045,San Francisco,United States,2018,aves,galliformes,california quail,associative,structural,proportion impervious in buffer,0.4,area,grey,GIS,occurrence,citizen science,glm-logistic,9,na,na,na,na,-0.66,0.06,SE,na,1059,sites - parks,single season occupancy model - logit probabilities
19,70,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Carpodacus mexicanus,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.69,na,na,0.001,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,71,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Sturnus vulgaris,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.32,na,na,0.164,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,72,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Turdus migratorius,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.83,na,na,0.001,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,73,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,columbiformes,Zenaida macroura,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.58,na,na,0.007,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,74,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Agelaius phoeniceus,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.35,na,na,0.127,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,75,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,columbiformes,Columba livia,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.05,na,na,0.845,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,76,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,piciformes,Colaptes auratus,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.49,na,na,0.029,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,77,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Carduelis tristis,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.68,na,na,0.001,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,78,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Pica hudsonia,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,-0.15,na,na,0.528,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,79,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Quiscalus quiscula,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.52,na,na,0.019,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,80,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Passer domesticus,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.41,na,na,0.069,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,81,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Tyrannus verticalis,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.03,na,na,0.887,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,82,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,charadriiformes,Charadrius vociferus,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,-0.16,na,na,0.496,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,83,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Pooecetes gramineus,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.06,na,na,0.809,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,84,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Hirundo rustica,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,-0.07,na,na,0.769,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,85,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,falconiformes,Falco sparverius,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.3,na,na,0.194,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,86,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Corvus brachyrhynchos,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,-0.04,na,na,0.869,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,87,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Melospiza melodia,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.45,na,na,0.047,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,88,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,anseriformes,Branta canadensis,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,-0.33,na,na,0.159,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,89,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Sayornis saya,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.76,na,na,0.001,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,90,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Sturnella neglecta,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.51,na,na,0.023,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,91,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Junco hyemalis,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.58,na,na,0.008,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,92,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Cyanocitta cristata,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.3,na,na,0.207,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,93,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Tachycineta bicolor,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.65,na,na,0.002,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
19,94,Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Magle,2012,journalarticle,Biodiversity and Conservation,10.1007/s10531-012-0339-6,Denver,United States,2006,aves,passeriformes,Pipilo maculatus,associative,structural,proximity index,na,area-weighted distance,prox,GIS,abundance,transect survey,spearman,na,0.44,na,na,0.05,na,na,na,na,20,sites - patch,"Single species counts, connectivity metric was a slightly modified proximity index"
