ID,pd,item_type,pub_year,author,title,journal,ISBN,ISSN,DOI,URL,pdf,urban_area,country,conn_type,conn_metric,response_var,taxa,validation,data_location,excl_reason,result_sign,notes
86,YES,journalArticle,2006,"Chen, Shuihua; Ding, Ping; Zheng, Guangmei; Wang, Yujun",Bird community patterns in response to the island features of urban woodlots in eastern China,Frontiers of Biology in China,,"1673-3509, 1673-3622",10.1007/s11515-006-0061-4,http://link.springer.com/10.1007/s11515-006-0061-4,Y,Hangzhou,China,na,na,"species richness, community assemblage, abundance",aves,transect survey,text,5,na,they mention isolation but provide no measure of it…
197,YES,journalArticle,2023,"Chen, Yixue; Rasool, Muhammad Awais; Hussain, Sarfraz; Meng, Shuang; Yao, Yipeng; Wang, Xue; Liu, Yuhong","Bird community structure is driven by urbanization level, blue-green infrastructure configuration and precision farming in Taizhou, China",Science of The Total Environment,,489697,10.1016/j.scitotenv.2022.160096,https://linkinghub.elsevier.com/retrieve/pii/S0048969722071960,Y,Taizhou ,China,structural,effective mesh size,"species richness, species density",aves,transect survey,"text, figure, supplement",na,0,"Just in Jiangyan district of the city, "
386,YES,journalArticle,2011,"Chiappero, Marina B.; Panzetta-Dutari, Graciela M.; Gómez, Daniela; Castillo, Ernesto; Polop, Jaime J.; Gardenal, Cristina N.","Contrasting genetic structure of urban and rural populations of the wild rodent Calomys musculinus (Cricetidae, Sigmodontinae)",Mammalian Biology,,16165047,10.1016/j.mambio.2010.02.003,https://doi.org/10.1016/j.mambio.2010.02.003,Y,Rio Cuarto; Cordoba,Argentina,genetic,geographic distance,genetic differentiation,rodentia,genetic sample,"text, table, figure, supplement",na,neg,microsatellites used on rural and urban population to estimate isolation by distance. Only 
118,YES,journalArticle,2022,"Chin, Andrew; Ruppert, Jonathan; Shrestha, Namrata; Fortin, Marie-Josée",Urban Avian Conservation Planning Using Species Functional Traits and Habitat Suitability Mapping,Land,,2073-445X,10.3390/land11101831,https://www.mdpi.com/2073-445X/11/10/1831,Y,Toronto,Canada,potential,"cost-weighted distance, cumulative current density",occurrence,aves,species lists,"text, table, figure, supplement",na,mixed,not sure where the extractable statistic is in the paper
142,YES,journalArticle,2021,"Choi, Heejoon; Song, Youngkeun; Kang, Wanmo; Thorne, James H.; Song, Wonkyong; Lee, Dong Kun",LiDAR-derived three-dimensional ecological connectivity mapping for urban bird species,Landscape Ecology,,"0921-2973, 1572-9761",10.1007/s10980-020-01165-8,http://link.springer.com/10.1007/s10980-020-01165-8,Y,Cheonan,South Korea,potential,average current flow,"species richness, abundance, species density",aves,transect survey,"text, table, figure",na,mixed,comparing 2d and 3d based connectivity using LIDAR. Great example of analysis.
51,YES,journalArticle,2020,"Choquette, Jonathan D.; Macpherson, Matthew R.; Corry, Robert C.",Identifying Potential Connectivity for an Urban Population of Rattlesnakes (Sistrurus catenatus) in a Canadian Park System,Land,,2073-445X,10.3390/land9090313,https://www.mdpi.com/2073-445X/9/9/313,Y,Windsor,Canada,potential,least-cost path,road mortality,reptilia,road mortality,na,10,na,"rattlesnakes, resource selection functions used to desribe habitat suitability and validated against road mortality data. Resistance values from expert opinion and literature review"
160,YES,journalArticle,2020,"Churko, Gregory; Kienast, Felix; Bolliger, Janine",A Multispecies Assessment to Identify the Functional Connectivity of Amphibians in a Human-Dominated Landscape,ISPRS International Journal of Geo-Information,,2220-9964,10.3390/ijgi9050287,https://www.mdpi.com/2220-9964/9/5/287,Y,na,Switzerland,"structural, potential",current flow,na,amphibia,none,na,4,na,"NOT in the a city, just in a rural lowlands."
385,YES,journalArticle,2019,"Clauzel, Céline; Bonnevalle, Charlotte",Apports de la modélisation spatiale pour la gestion de la trame verte et bleue,Cybergeo,,1278-3366,10.4000/cybergeo.32333,https://journals.openedition.org/cybergeo/32333,Y,na,France,potential,integral index of connectivity,na,na,none,na,8,na,"en francais, mais ils n'utilize pas espèce réelle pour le modele"
233,YES,journalArticle,2014,"Liu, Shiliang; Dong, Yuhong; Deng, Li; Liu, Qi; Zhao, Haidi; Dong, Shikui",Forest fragmentation and landscape connectivity change associated with road network extension and city expansion: A case study in the Lancang River Valley,Ecological Indicators,,1470160X,10.1016/j.ecolind.2013.07.018,https://linkinghub.elsevier.com/retrieve/pii/S1470160X1300280X,Y,Lincang City,China,potential,integral index of connectivity,na,na,none,na,6,na,"estimating change in the connectivity map related to land use change, no biological information used to validate the study"
154,YES,journalArticle,2020,"Connelly, Christine A.; Lennox, Erin; Isaac, Bronwyn; Aulich, Vincent; Cooke, Raylene; Weston, Michael A.; White, John G.",Tree cover is crucial but riparian areas provide a strategic focus for preserving an urban avoider in a fragmented urban ecosystem,Emu - Austral Ornithology,,"0158-4197, 1448-5540",10.1080/01584197.2020.1820349,https://www.tandfonline.com/doi/full/10.1080/01584197.2020.1820349,Y,Melbourne,Australia,structural,connectance,probability of occurrence,aves,site survey,"text, table, figure",na,pos,"eastern yellow robin, forest-bird. SDMs used to idenitfy habitat suitability. They take the SDM output and compare it to 'fragmentation metrics' of which connectance is one"
293,YES,journalArticle,2021,"Cortés-Arzola, Silvia Ventura; León-Cortés, Jorge L","Response of Beetle Assemblages (Insecta: Coleoptera) to Patch Characteristics and Habitat Complexity in an Ever-Expanding Urban Landscape in the Yucatán Peninsula, Mexico",Annals of the Entomological Society of America,,"0013-8746, 1938-2901",10.1093/aesa/saab017,https://academic.oup.com/aesa/article/114/4/511/6271350,Y,Chetumal,Mexico,structural,average distance to nearest neighbour (e2e),"community composition, species richness, abundance",coleoptera,transect survey,"text, table, figure",na,mixed,"neutral impact on community composition, significant for richnes and abundance"
448,YES,journalArticle,2016,"Cox, Daniel T. C.; Inger, Richard; Hancock, Steven; Anderson, Karen; Gaston, Kevin J.",Movement of feeder-using songbirds: the influence of urban features,Scientific Reports,,2045-2322,10.1038/srep37669,https://www.nature.com/articles/srep37669,Y,Milton Keynes; Luton; Bedford,UK,actual,"connection presence, frequency of connection ",movement rate,aves,mark recapture,"text, table, figure",na,mixed,compare bird movement in a network to identify models of structural and functional connectivity. Includes seasonal component
352,YES,journalArticle,2002,"Crooks, Kevin R.",Relative Sensitivities of Mammalian Carnivores to Habitat Fragmentation,Conservation Biology,,"0888-8892, 1523-1739",10.1046/j.1523-1739.2002.00386.x,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1523-1739.2002.00386.x,Y,San Diego,USA,structural,"distance to closest patch (edge-to-edge), shortest distance to any other habitat fragment","species richness, distribution, relative abundance",mammalia,survey,"text, table",na,mixed,"many mammalian species, including carnivores"
358,YES,journalArticle,2001,"Crooks, Kevin R.; Suarez, Andrew V.; Bolger, Douglas T.; Soulé, Michael E.",Extinction and Colonization of Birds on Habitat Islands,Conservation Biology,,"08888892, 15231739",10.1111/j.1523-1739.2001.99379.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1523-1739.2001.99379.x,Y,San Diego,USA,structural,distance to closest fragment that is equal or larger in area,"distribution, abundance",aves,survey,"text, table",5,0,describe the metric as 'isolation'
47,YES,journalArticle,2018,"Dale, Svein","Urban bird community composition influenced by size of urban green spaces, presence of native forest, and urbanization",Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-017-0706-x,http://link.springer.com/10.1007/s11252-017-0706-x,Y,Oslo,Norway,structural,distance to nearest non-urban habitat at city periphery,species richness,aves,site survey,text,5,na,"not really a metric of connectivity, only distance from city edge"
379,YES,journalArticle,2012,"Dallimer, Martin; Rouquette, James R.; Skinner, Andrew M. J.; Armsworth, Paul R.; Maltby, Lorraine M.; Warren, Philip H.; Gaston, Kevin J.","Contrasting patterns in species richness of birds, butterflies and plants along riparian corridors in an urban landscape: Species richness in an urban landscape",Diversity and Distributions,,13669516,10.1111/j.1472-4642.2012.00891.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2012.00891.x,Y,Sheffield,UK,na,na,na,na,na,na,5,na,"urban-to-rural gradient study, no focus on connectivity"
92,YES,journalArticle,2016,"De Groot, G. A.; Hofmeester, T. R.; La Haye, M.; Jansman, H. A. H.; Perez-Haro, M.; Koelewijn, H. P.",Hidden dispersal in an urban world: genetic analysis reveals occasional long-distance dispersal and limited spatial substructure among Dutch pine martens,Conservation Genetics,,"1566-0621, 1572-9737",10.1007/s10592-015-0765-6,http://link.springer.com/10.1007/s10592-015-0765-6,Y,na,Netherlands,structural,geographic distance,genetic differentiation,mammalia,genetic sample,na,3,na,"pine martens, study included dead samples (so not connected?), not really IN an urban area, just adjacent to them."
267,YES,journalArticle,2016,"de Mello, Kaline; Toppa, Rogério Hartung; Cardoso-Leite, Eliana",Priority Areas for Forest Conservation in an Urban Landscape at the Transition Between Atlantic Forest and Cerrado,CERNE,,0104-7760,10.1590/01047760201622032172,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602016000300277&lng=en&tlng=en,Y,Sorocaba,Brazil,structural,na,na,na,none,na,5,na,"create a forest prioritization index based in island biogeography theory (structural connect), no validation"
85,YES,journalArticle,2010,"Delaney, Kathleen Semple; Riley, Seth P. D.; Fisher, Robert N.","A Rapid, Strong, and Convergent Genetic Response to Urban Habitat Fragmentation in Four Divergent and Widespread Vertebrates",PLoS ONE,,1932-6203,10.1371/journal.pone.0012767,https://dx.plos.org/10.1371/journal.pone.0012767,Y,Los Angeles,USA,genetic,geographic distance,genetic differentiation,multi-taxa,genetic sample,"text, table, figure, supplement",na,neg,"using 1 bird species, and 3 lizard species. Some mixed results, though their term use is a little confusing (proximity/isolation/degree of…)"
296,YES,journalArticle,2020,"Delgado de la flor, Yvan A.; Perry, Kayla I.; Turo, Katherine J.; Parker, Denisha M.; Thompson, Jennifer L.; Gardiner, Mary M.",Local and landscape?scale environmental filters drive the functional diversity and taxonomic composition of spiders across urban greenspaces,Journal of Applied Ecology,,"0021-8901, 1365-2664",10.1111/1365-2664.13636,https://onlinelibrary.wiley.com/doi/10.1111/1365-2664.13636,Y,Cleveland,USA,structural,average distance to nearest neighbour,"species richness, abundance, diversity",aranaea,pitfall trap,"text, table, figure, supplement",na,mixed,"2 buffer sizes, 200m-1500m. I am assuming the connectivity metric, they describe it as class-based patch isolation"
181,YES,journalArticle,2021,"Delnevo, Nicola; Piotti, Andrea; Carbognani, Michele; Van Etten, Eddie J.; Stock, William D.; Field, David L.; Byrne, Margaret",Genetic and ecological consequences of recent habitat fragmentation in a narrow endemic plant species within an urban context,Biodiversity and Conservation,,"0960-3115, 1572-9710",10.1007/s10531-021-02256-x,https://link.springer.com/10.1007/s10531-021-02256-x,Y,Perth,Australia,na,na,na,plants,genetic sample,na,3,na,"19 microsat loci, on endangered shrub, NOT in the city though."
139,YES,journalArticle,2023,"Ding, Zhenhui; Cao, Jiajie; Wang, Yan",The Construction and Optimization of Habitat Networks for Urban–Natural Symbiosis: A Case Study of the Main Urban Area of Nanjing,Forests,,1999-4907,10.3390/f14010133,https://www.mdpi.com/1999-4907/14/1/133,Y,Nanjing,China,potential,current flow,na,aves,species lists,na,8,na,"InVEST used with literature to design habitat suitability, just describing the network though, no validation with biological informaiton"
273,YES,journalArticle,2022,"Donati, Giulia F.A.; Bolliger, Janine; Psomas, Achilleas; Maurer, Max; Bach, Peter M.",Reconciling cities with nature: Identifying local Blue-Green Infrastructure interventions for regional biodiversity enhancement,Journal of Environmental Management,,3014797,10.1016/j.jenvman.2022.115254,https://linkinghub.elsevier.com/retrieve/pii/S0301479722008271,Y,Zurich; Winterthur,Switzerland,"potential, functional",current flow,occurrence,amphibia,site survey,"text, table, figure, supplement",na,pos,used ENM to score resistance layer which was later validated with independent data.
65,YES,journalArticle,2004,"Donnelly, Roarke; Marzluff, John M.",Importance of Reserve Size and Landscape Context to Urban Bird Conservation,Conservation Biology,,"0888-8892, 1523-1739",10.1111/j.1523-1739.2004.00032.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1523-1739.2004.00032.x,Y,Seattle,USA,na,na,"species richness, density, evenness",aves,survey,"text, figure",8,na,"urban comparisons, no metric of connectivity estimated"
282,YES,journalArticle,2012,"Dornier, Antoine; Cheptou, Pierre-Olivier",Determinants of extinction in fragmented plant populations: Crepis sancta (asteraceae) in urban environments,Oecologia,,"0029-8549, 1432-1939",10.1007/s00442-011-2229-0,http://link.springer.com/10.1007/s00442-011-2229-0,Y,Montpellier,France,genetic,"geographic distance, patch connectivity, popsize-weighted patch connectivity",genetic differentiation,plants,genetic sample,"text, table, supplement",na,pos,"crepis plant species, connectivity metrics based on Moilanen and Nieminen 2002"
244,YES,journalArticle,2021,"Dri, Gabriela Franzoi; Fontana, Carla Suertegaray; Dambros, Cristian De Sales",Estimating the impacts of habitat loss induced by urbanization on bird local extinctions,Biological Conservation,,63207,10.1016/j.biocon.2021.109064,https://linkinghub.elsevier.com/retrieve/pii/S0006320721001166,Y,Florianopolis,Brazil,structural,degree of centrality,"species richness, occurrence",aves,site survey,"text, table, figure, supplement",na,0,"Not sure I understand the isolation metric, Is it comperable with isolation index? Island BG theory based modelling"
343,YES,journalArticle,2005,"Drinnan, Ian N.",The search for fragmentation thresholds in a Southern Sydney Suburb,Biological Conservation,,63207,10.1016/j.biocon.2005.01.040,https://linkinghub.elsevier.com/retrieve/pii/S0006320705000674,Y,Syndey,Australia,structural,"distance to nearest remnant patch, distance to nearest large remnant (50+ha), corridor connectivity",,multi-taxa,survey,"text, table, figure",na,neg,Corridor connectivity is a score based on width:length and % vegetation
215,YES,journalArticle,2010,"Dures, Simon G.; Cumming, Graeme S.",The confounding influence of homogenising invasive species in a globally endangered and largely urban biome: Does habitat quality dominate avian biodiversity?,Biological Conservation,,63207,10.1016/j.biocon.2009.12.019,https://linkinghub.elsevier.com/retrieve/pii/S0006320709005278,Y,Cape town,South Africa,"structural, potential","distance to nearest neighbour, incidence function model","species richness, functional richness",aves,site survey,"text, table, supplement",na,pos,"IMF is based on Hanski 1994, confusing NDVI connectivity metric is included too… Unclear when they are using specific metrics of connectivity they identified"
